predict	real	text
1	0	                                         풍정정은 어케된거지ᄏᄏᄏ과도한 압축으로 개연성없지만배우들이 호화로워서
1	0	소재는 참 좋아서 삼점준다 제작된 영화는 공포도 스릴러도 아닌 본분을 잊은 드라마아닌 드라마같은 느낌이다 연기 연출은 괜찮았다 다만 시작부터 끝까지 지루할 뿐이다 또 어떤 장면들은 살짝 유치했다
1	0	                                                             안타까울뿐 안타까울뿐
1	0	                                                         영웅은 사람들이 원하기 때문에 만들어지는 또다른 희생자다
1	0	                                   슬픈액션영화치고는실망이크다부자간의배신과원망으로끝나는것이너무허무하다
1	0	                                                   시종일관 오락가락 말하고자하는게 뭔지 모르겠다 감독자기만의 세계에 빠져 만든것같은 영화
1	0	                                                           알바놈들 양심도 없냐멀보고 십점주는거냐
1	0	                                                   이 영활 보고나면 흐뭇해진다 영화는 한국이 더 잘만든다는 걸 느끼게 되니까
1	0	                                             영화 첫 도입부 부터 카메라 각도라든지 화질이라든지 겁나 구림 영화 아닌줄 알았음
1	0	                                                                           할 말이 없다
1	0	                                                 남들이 철학적인 영화라고도 하지만 단순 액션용으로 봐도 이 정도 점수는 나와야된다
1	0	                 정말최고의영화고 마지막 아이들의 노래와 비행기가 정말 잊을수 없는 여운을 남긴다이런 영화를 이제알게된것자체가 후회될정도로 잔잔하고 깊은 여운이 남는 영화
1	0	                                                 절대로 보지마라 보면 후회한다이걸영화라고 만든거냐볼사람은 뇌를 놓고보아라
1	0	                                             조쉬 하트넷 특유의 여성들을 자극하는 나약한듯하면서도 남성적인 이미지를 작 부각한듯
1	0	                                                                   엄청나게 기대를 하고 본게 아니라 괜찮았던듯
1	0	                                                                         더빙이 똥이야
1	0	                                                         안타깝네 이해를 못하는사람들 속출 불교적이고 철학적인 작품
1	0	                               진짜 이런 개 씨바ᄅ OOO 같은 영화 개 시간낭비 의미도없고 무섭지도않고 내가 왠만하면 공포영화는 즐겨보는데 이건 진짜 OOOO같다
1	0	                                                             종교적 분위기 물씬 풍기는 최루성 가족영화
1	0	                                                                       잠을 청할 수 있었다
1	0	                                                                             평점 조절
1	0	                               지금까지본 아이리스 시리즈중 최악이다ᅲᅲ 이거해도 너무하는거아닌가수치스럽다 연기고자시고 다 떠나 너무도허접합
1	0	                                                                   아 재미 너무 없네요 시간 아까워요
1	0	정당화시키면서미화시킨지 모르겠다 감독이 국회의원이나 사회적 강자한테 아부하고 싶은 가봐요 그리고 얼굴만 예쁘다고 왕되는것은 맞지만 드라마라도 도덕적으로 표현좀 해야되는게 아닌가요 감독님 정신차리세요
1	0	                                                           샬라샬라 나오다즁자쥬아
1	0	                                                                         팔빠다 ᄏᄏ
1	0	                                                                           그냥 다큐일뿐
1	0	                                                                         짝퉁쓰래기
1	0	                 현실감 제로지만 배우들이 너무 좋았어요 특히 다니엘헤니를 많이 볼 수 있어 좋았어요 같은 남자지만 게이는 아닙니당 다니엘헤니 최고 설경구 씨두 최고
1	0	                                                                 내가본영화중 베스트안에 듬 진짜꼭보세요
1	0	                                                                 B급을 지향하는 C급 작품
1	0	                                                                   무협 멜로의 걸작 말해 모해
1	0	                                                               너무재미있게 보았는데요 다시 볼수없을까요
1	0	                                                                     오글거리고 유치하고 완전최악이었음
1	0	                                                                     나쁘지 않으나 개인적으로는 지루했다는
1	0	                                                         지금생각해도 내가본영화중에 이영화는 내생애 최고의영화였던것같다
1	0	                                                                     솔직히 산만 하기만했다
1	0	                                       화학을 해서 그런지 잼잇게 봣습니닼ᄏ 옆에 친구 중간중간 노이해 나중에 해석 ᅲᅲ 잼잇엇숩니다
1	0	                                       아직 준비되지 않는 젊은영화인들여 함부로 장편에 손대지 마라천천히 공부하고 나와라
1	0	사실 원작 자체도 두서없이 전개되는데영화감독은 내용앞뒤도없이 막 잘라서정신없음ᄋ배우들은 책읽고 특히 대사 그대로 살린거 오그리오그링ᄏᄏᄏ간만에 소설로 읽어야지
1	0	틀어주길래 어쩔수 없이 봤는데 나중에는 벌떡 앉아서 봤던 영화완전 몰입되고 나름 스토리도 치밀하고 해리슨 포드다운 액션 좋습니다 저는 영화광도 영화 평론가도 아니고 영화 자주보는 일반 남자사람임
1	0	                                                       절제의 미학이아니라 지루함의 극치가 되버린 안타갑다
1	0	                                                               화면을 흑백으로 바꾸기만 하면 년대 작
1	0	                                                                 진짜 쓰레기영화 돈아까워 죽는줄 알았다 여러분 보지 마세요
1	0	                                       정당한 노력이란 보상받게 마련이다나름 일정 성취가 있고좋은 결실을 거둔 작품
1	0	                                                     여주 린제이 로한 닮았다 전체적인 분위기나 배경은 좋았지만 내용은 지루했다
1	0	                                                                         답을 알려고 하지마라
1	0	                                                                           재미잇음매우
1	0	                                                                 대체 왜 재미없다는거지난 존나재밌던데
1	0	                                                               미국 흑인 민권운동사를 완벽하게 요약했다
1	0	                                                           너무 구식으로 웃길려고 함 보는 내내 지겨움
1	0	                                                                   이런거 좋아하는 사람들 정신 세계가 궁금하다
1	0	                                                           유투브동영상을 돈내고 보는게 낫다는 생각이 들게한 영화
1	0	                                                         영화의 중심은 역시 스토리인것을 반전의 반전 너무 재미있다
1	0	                                                             참 재미있었다 연기를 발로 하는 삼류배우들 얼굴보면서 ᄏᄏᄏ
1	0	                                                               기대 안하고 봤는데 영화 보는 내내 몰입해서 재미있게 봤어요
1	0	                                               괜찮은영화영화도괜찮았지만 나영언니완전머싯고예뻤음ᅲᅲ
1	0	                                                                         보는내내 너무너무 재미있었음
1	0	                                                                 김소현 팬됬습니다너무 재밌음
1	0	                             유럽영화가 이번정부에 많이 들어와 즐겁긴하다만 그 내용들이 왜 이리 진부한걸까유럽영화를 욕되게 하고있단 소리다
1	0	                                                                 굿굿굿 또해라또해라 제발 ᅲᅲ
1	0	                                                                     굿 잡 친구랑 또 보고 싶네요
1	0	                                                           개OO영화네요내용도없고 그냥심심해서만든영화가
1	0	                                               본지 수OO이 지나도 아직도 생생함 고양이 귀신의 복수가 진짜 무서웠지
1	0	                                                     우연히 tv를 돌려보다가 사로잡혔다 최근 년간 본 코미디 영화 중 최고
1	0	                         마이클베이 최근작을 볼때마다 느낀다 블록버스터 액션장르라도 탄탄한 시나리오는 영화의 필수라는것을 그리고 당신이 기대하던 메간폭스는 늙었다
1	0	                                                             기대를하나도안하면 할일없을때보기좋은영화
1	0	                                                                         시리즈안나오나 ᅲᅲᅲᅲᅲᅲᅲᅲ
1	0	                                                                       손발이 오그라드네요
1	0	등장한다 만약 그런 부류의 영화들이 질이 좋고 평이 높다면 사람들은 욕을 하면서도 찾아 볼것이다 그러나 영화의 질적인 면이 지금처럼 드라마의 수준을 넘지 못한다면 앞으로도 계속 외면받을 것이다
1	0	                                                           류덕환의 신의퀴즈는 신의 한수였다
1	0	                                             많이 알려지지 않은 작품인데 스탤론에 대해 관심을 있으면 한번쯤 보게될 수작 재난영화
1	0	                                                                           킬링타임용 정말 시간아깝다
1	0	                                                                   평소 시간이 정 가지 않거든 보길
1	0	                                                       제발 다른 인간들 보고 욕좀해줘라 ᄏᄏ 시간 배우 정말 아깝다
1	0	평점낮아서 기대안하고봤는데 의외로 지루하지않게 봤다 일단 배우들 연기가 상당히 현실적이고 리얼해서 좋았음 그리고 스토리 전개 감독이 전하고자 하는 메시지 이런게 느껴져서 꽤 흥미로웠음 김기덕스타일 좋아하는사람은 평점 믿지말고 볼것
1	0	                                                                               지루하다
1	0	                                                                 일주일 내내 두부만 먹은 것 같은 느낌
1	0	                                                                     걍 ᄊᄅᄀ 이게 드라마
1	0	                               하여튼 허구헌날 조폭이야 ᄏᄏᄏ 개쓰x기 한국영화의 현실 ᄏᄏᄏ가족영화까지 조폭을 끌어다 붙이냐 ᄏᄏᄏ
1	0	                                                                       보는 시간조차 아까운 영화
1	0	                         송혜교가 이뻐서 점 감독의 의도가 표현하고싶어하는 느낌은 알겠으나 그래서 더 못만들었다 생각됨 찝어 말하기 어려울정도로 모든점이 엉망
1	0	                                                         스티플러의 연기는 정말ᄏ정말 배우들 사랑하고 존경한다 ᄏ
1	0	                                                       하하하 그럼 전무송이 괴노인이겠네 ᄏᄏ 보고싶은 영화군
1	0	       옛날영화라서 그런지 연출도 웃음이 나올정도고 뜬금없이 일어나는 갖가지 사건은 연관성도 없고 뜬금없이 기 없이 승전결 이런식임 군대에서 틀었는데 욕 많이먹었음 ᅮᅮ 보지마세요
1	0	                                                                   초등학교때 부터 내 맘속에 최고의 드라마
1	0	네요 장성택사건도 그렇고 머지않아 북한체제가 자멸할 날도 멀지 않은거 같은데 중국이 호시탐탐 노리고 있고 결국엔 북한땅을 중국에게 또 빼앗길 것 같네요
1	0	                                                     최근본 영화중에 최악인듯처음엔 흥미진진했는데 갈수록 지루하고 허무하고 짜증
1	0	                                                                       평점에 오류가 있는 영화다
1	0	                                                               이런 신파를 바라다 시종일관 울며 보다
1	0	사람이 사람을 죽이는 행위에 감성적 정당성을 부여한 탁월한 설득력에 있다 본 원작은 말 그대로 헌신적 사랑이 그 키워드였고 용의자 x는 거기에 집중해 훌륭히 결을 살려냈다
1	0	                                                   완전 잼있어요담주까지 어케 기다린데궁금하다암튼 부탁해요 캡틴 짱
1	0	                                                                     기분종게 웃겨주는 영화
1	0	                                                                         추잡한 내용
1	0	                                   어떻게 이게 평점이 이렇게 높지 개봉당시 극장가서 봤을 때 진짜 지루해 죽는 줄 알았는데 연기 개판 스토리 개판 하나도 안슬프고
1	0	                                                                 엄청 예전에 본 영화인데 아직까지 잊지 못하는 수작
1	0	해본다왜 수능문제 잘 풀고 일부러 오답만 찍어서 점 맞는 전국 등처럼이 영화는 놀라우리만큼 내적 외적인 측면에서 엉망진창이다 어느 것 하나 정답을 찍어서 포인트를 올린 것이 없다
1	0	                                                               년대가 된 지금 시점에서 더욱 소중하게 다가오는 영화
1	0	                                                                     스토리는 별거 없는데 액션이 지림
1	0	           바둑 급수짜리가 봐도 오글거림의 향연 왜 수 한마디 한마디에 바둑용어가 올라오는지 타짜와 더불어 타짜의 아류를 자처한 영화
1	0	                                                                 그녀의 힘든 여정과는 달리 영화는 늘어진다
1	0	                                 결국은 세계는 이해관계에 따라 움직인다악과 선은 없다다 가족을 사랑하고 돈 벌고 싶어한다
1	0	                                                                   진짜 대박 재밌음 역시 톰크루즈
1	0	                                                   여성에 대한 관조도 스릴감도 읽어버렸다 의 감독 맞아
1	0	                                                                       감성팔이 애국주의는 그만
1	0	                                                           본격 델마와루이스를 따라하려다 망한 케이스
1	0	                                                                     강철중 시리즈 완전 잼남
1	0	                                                         의미부여하지 말고 그냥보셈 ᅳᅳ 분석하고 그런거 짜증나
1	0	                                   발로 만들어도 이 영화보다 낫겠다 아 이건 뭐 재미도 없고 스토리도 없고 참 오랜만에 보는 답없는 영화임보면 절대 후회함
1	0	                                                             보고 감동의눈물을 흘렷다 이게 실화라니
1	0	                                                                           최고의 성장 드라마
1	0	                                                     나도 한마디만 한다 절대 보지마삼 제 점수는요 마이너스점입니다
1	0	             영화든 애니든 일단 브랜드하고 광고로 먹어준다 이런 숨은 명작은 많은 이가 보고 감동을 받아야 함 본 건 년 전인데 다시 보고 또 감동 받아서 평 씀
1	0	                                                 환타지무협의 장르를 개척한 영화서극감독의 실험정신
1	0	                                                                 성동일딸 시르다참
1	0	                                                       이건 어린이용만화가 아니다 철학이 담긴 어려운 만화 너무 훌륭하다
1	0	                                                       나원 공포택시 이후로 이렇게 공포스럽게 재미없는 영화 처음본다 ᄃᄃᄃ
1	0	요 아시는분 댓글좀 남겨주세요 서류 봉투 안에 뭐가 들어있던거죠 앞부분으로 못봐서 고양이는 뭐가 있을줄알았는데 그냥 도망간건가요 그냥 바람핀 남친 죽고 끝난거 무슨 영화가 점점 산으로 가더니 그냥 끝나
1	0	                                                                       평점알바들을 위해 점
1	0	                                                                       왜 이런 영화를 제작했을까
1	0	                                                             좋아 아주 젛아 젛 아젛아
1	0	                                                                         볼만합니다 강추ᄏᄏ
1	0	                                                     요즘에도 매번 지식인에 물어본다 프리즌브레이크만한 미드 없어요라고
1	0	     남자를 위한 남자의 의한 남자의 영화 톰 크루즈 간지 작살 포스마이클 만 감독 특유의 세련되면서도 남자의 향기 물씬 풍기는 남자 영화매번 느끼는 거지만 마이클 만은 남자 영화를 정말 잘 만든다 ᄒᄃᄃ
1	0	                                         해병으로 꼭 나와야만 했나요 손자나 그년이나 손자 친구년놈들이나 ᄍᄍ
1	0	                                     드러운정치현실이 나도 불만이지만 이 영화의 해법에 동의할순없다 사발젖만 기억나
1	0	                                                               아오 이것때메 여자친구랑 전쟁치뤘다
1	0	         진짜 그지같은 영화_ 와나_ 어릴적에 본거라 내용은 기억도 안나는데 그지같았다는 느낌만 기억에 남아있네요_ 내 평생에 가장 돈 아까운 영화 넘버원임 _ 점짜리 영화
1	0	저것도 아닌 영화가 되버렸다 뭔가 한가지 뛰어난게 없다 겜블영화도 아니고 갱영화도 아니구 형사물도 아니구 그냥 킬링타임용으로도 솔직히 별루다 밴에플렉 펜이지만 좋은 점수를 줄수가 없다
1	0	                                                             이 영화를 다시보라고 한다면 군대를다시가겠다
1	0	                                                           프랑스다운 영화 잘 만들긴했으나 공감은 안 됨
1	0	쳐다볼때에그 분노에 찬 얼굴잊혀지지가 않는다이번이 이영화 번째라는계속봐도 질리지않는영화알 형님의 카리스마가 대단한 영화였음그리고 리즈시절의 미쉘누님의
1	0	                                                     동성애는 개뿔 게이색히들 다 죽었으면 좋겠다예수님 도와주세요
1	0	                                                                           점만들자
1	0	                                                           좀 많이 지루했다케이트 허드슨 볼려구 본건데
1	0	                                                                       뻔한내용이지만재밌었지
1	0	                                                           재미 없을 줄 알면서 봤지만 역시 내 예상이 맞았어
1	0	                                   너무 진부해서 하품나오더라티비단막극용으로도 못된다감성팔이용영화는 이미시대가 지났다
1	0	                                                                 리뷰남기긴 처음이다 꼭봐라 이영화
1	0	                                                           내가 영화를 잘몰라서 그러는데 이런걸 컬트 영화라고 하는건가
1	0	                                                     어려웠지만 최고의 작품이라 감히 말해본다 둔기로 맞은 기분 페드로
1	0	                                                                         몇번째 보는지 모르겠다
1	0	                                                           어릴때 외치선 이런 쓰레기 한국영화가 머리에서 퍼뜩
1	0	                                                       년 이런생각을년전이다모든 요소가 혼합되어 공포를 만든다
1	0	                                               이건 뭐 몸개그영화ᄏᄏᄏ 액션으로 인한재미보다 몸개그의 재미로 웃는ᄏᄏ
1	0	                                                           시종일관 우울한 트리스탄의 얼굴을 보는게 짜증스러웠던
1	0	                                             불꽃같은 인생을 사시다가 한 줌의 재가 되어 저 멀리 하늘로 날아갔네
1	0	                                                                     정말 괜찮네힐링이 되는 영화다
1	0	                                                                             괜히봤다
1	0	                                                             이자벨 아자니 예쁜데다가 연기도 정말 잘한다ᄋ
1	0	                                                         금성비디오의 샘플로 ᄏᄏ말이필요없는 최고의 감동이다
1	0	                                                                 독립영화의 진수를 보여주는 아주 감동적인 영화
1	0	                                                                       우아한 공포영화를 본거같다
1	0	                                                       분위기와 영상긴장감호러영화의 모든걸 갖추었다여배우까지
1	0	                                                                     거의 공감을 강요하는 영화
1	0	                                                     정말 이영화를보고 많은 생각을 하게되고 많은 교훈을 얻음정말 감동적이다ᅲᅲ
1	0	                                                               이건 정말 나를 울리게 한 최초의 영화 명작
1	0	                                                                             최고의 사극
1	0	                                                         초반부터 소름돋고 끝까지 긴장을 놓고 볼수없는 그런 엄청남
1	0	                                                     미국이 진짜 선진국인 이유가 있구나 진짜 멋지드라최고다
1	0	                                           생각보다 야해서 평점이 낮은건지내가 본 로코중에서 두 배우 모두 제일 매력적이었고 내용도 훈훈했음
1	0	                         이젠 더빙 애니에서 개그맨들 보기도 질린다 지들은 뭐가잘났다고 성우욕하더니 뻔뻔하게 더빙 애니메이션 나오는 꼴하고는ᄍᄍ
1	0	                                                                               볼만
1	0	     본진 꽤 됬는데 이거진짜 친구랑 새벽에 둘이 헤드셋끼고 보다가 오줌찌릴뻔 뱀파이어물중에 최고임 조쉬하트넷 연기도 지림ᄏ 뱀파이어 처들어와서 하얀 눈밭이 피범벅 되는장면이 압권
1	0	                                                         처음부터다시 다운받아서 또본드라마 조만간한번더볼것
1	0	                                                           진심 이게 재밌냐분투하는 청춘기가찬다
1	0	                                                           아직도 가끔 보는데 요새 이 영화 근처에라도 가는 영화가 없다
1	0	                                                                   이건 뭐 나도 영화감독 좀 해보자
1	0	                                                                         처음 부터 끝까지 좋았다
1	0	                                   보다가 오그라들어서 소름돋았다진짜어휴 대소녀용인가 대남자감성이랑은 절대 안어울린다 ᄏ
1	0	                               을 언급했다는 자체가 너무 부끄럽네요 이런 영화 만드는데 돈 쓰지말고 기부나 봉사활동이나 다니면 훨씬 세상이 좋아질텐데ᅮᅮ
1	0	                                                               양조위랑 장첸은 뭔 상관이라는 거냐
1	0	                                                                         피해자인척 하지마라 일본
1	0	너무 구닥다리 이야기에 쓸모없는 반전과 긴장감을 전혀 느낄 수 없는 진행 그리고 웃음을 유발하는 어색한 대사와 뻣뻣하기 그지없는 연기까지 한국 영화의 퇴보를 알린다
1	0	                                                               정말 괜찮은 영화 행복이 뭍어나는
1	0	                                                       팝콘만 먹고 바로 나온 영화 어린이들을 위해 만든 영화 같군
1	0	                                                                             뭔가 아쉽다
1	0	                                     이기적인드라마내용특히이성재진짜 욕나오도록 찌질해그게 로맨스냐드라마가 점점 산으로가는구나재미없어
1	0	                                                                       이거 볼시간에 무한도전본다
1	0	통해 행복을 누리고 있는 사람들의 권리를   아가는게 정당한것인가 장애인이나 식물인가 혹은 외모컴플렉스가 있는 사람들은 써로게이트통해 행복한 삶을 살고 있었을텐데 너무나 이기적인 결말임
1	0	                                                                       정말 기발한 생각이 담긴 영화였다
1	0	                                                                     너무재밌게봤어요ᅮᅮ이런영화좋아
1	0	                                                                           잔잔한 감동과 함께
1	0	                                                             이것두 돈들여가믄서 만들었남
1	0	                                                                 재미있습니다 요즘 학생들이 좋아할것 같은 스토리네요
1	0	                                                                   건조한듯 여운이 상당히 오래 가는 영화
1	0	                                                               이 영화의 감독에게 존경의 찬사를 보낸다
1	0	                                           영화를 사랑한다면 혹 처절하게 열정을 불태우는 사람을 만나보고 싶다면 맞는 장면도 극복이 가능
1	0	                                                                     점도 아까운 영화라고 말하는게 부끄러운
1	0	                                                                     총 칼 없이도 가능한 전쟁
1	0	이 거장은 어루만지며 희망을 얘기하는 법을 알게 되었고 단단한 망치를 솜으로 감싸 내려치는 방법까지 익혔다 나이 들고 마냥 부드러워졌다고 그건 우리가 아직 덜 여물었기 때문이다
1	0	장르의 영화는 무엇보다 감독의 연출력 촬영기술이 중요한데 보는 내내 어설픈 스토리의 짜임새 오버 혹은 못미치는 배우들의 연기력이 영화의 몰입도를 떨어트린다 전체적으로 다큐의 그럴만한 요소 혹은 공감이 전혀 느껴지지 않는다
1	0	                                                         최악의 영화다 아름다움도 주제도 카메라도 사운드도 모든것이 최악이다
1	0	실감나고 섬세하게 묘사한 감독이 대단하다 박진감은 넘치지만 억지상황이 난무해 문단속의 중요성을 잊게 한 불사여인의 비현실 영화 숨바꼭질이 문득 생각난다
1	0	                                                             최고최고 시간가는줄 몰랐다 특히 야구좋아하는사람이면 꼭봐
1	0	                                                                       정신이상자들이 공감할려나
1	0	                                                                       쏘우 여기까진 괜찮았음
1	0	                                                             시초고 뭐고를 떠나서 지겹고 재미없슴
1	0	                                                             이 영화전까진 크리스 오도넬 괜찮았었는데
1	0	                                                   헐거운 설정과 어색한 전개지만 아이디어는 참신하니 이정돈 준다
1	0	                                                               원작이 너무 좋았다 일본은 영화 리메이크가 늘 한심하다
1	0	                                     만표로 무슨 대국민 투표라고 사기를 치고 어휴 박시환 MAMA 가는거 생각만 해도 끔찍하다
1	0	                                           큰재미는없지만 나름대로 의미는있는듯명의배우가데뷰한영화라 새로운듯
1	0	                             이건 진짜 점이 적당함 평점 내려야됨 화끈한 액션이 있는것도 아니고 반전이 엄청난것도 아니고 노출신이 있는것도 아니고 보다가 살짝 잠들었음
1	0	                                                                         더럽다 이게 영화냐
1	0	                                         막장보다 더 못한드라마 이걸보고 웃으라는건지 울라는건지 작가분 드라마 쉽게쓰는거 아닙니다
1	0	                     시대를 앞서간 영화 화려한 액션 속에 지금도 고민해야 하는 많은 내용들이 담겨진 영화 정말 이 시절에 에일리언 터미네이터 등등 시대를 앞서간 영화가 참 많았지
1	0	                                           전개 억지스럽고 연출도 조금 산만한듯 소품들도 좀 어색합니다 비행기씬은 어쩔수없다지만
1	0	                                                                   아심각할정도 였음
