predict	real	text
1	0	   전미 박스 원피스위 ᄏᄏ 그냥 몰아주기하는거가 어떻게 이런영화가 위를 하지만 옛날에 년대 우뢰매 수준이의 물폭탄싸움이네 ᄏᄏ 손 집에서 빔나가나 손 집에서 물폭탄 나가나 다를게 뭐먹지
1	0	                                                       시베리아인가요 거기가서 훈련할때 나오는 ost 개작살
1	0	                                                                             ᅲᅲ 슬픔
1	0	                                                                       딱히 재미있는 좋네요 킁
1	0	                                                                     케이팝 집에서 그치만 좀 재탕 해달라
1	0	                                                                     글쓰기 연예인 재기의 장 그러면
1	0	                         곤사토시 감독이 년 안타깝게 돌아가셔서 가슴이 먹어야입니다 정말 천재적인 감독이중인데 암적으로 가시 다니는 ᅲᅲ 이제와서 다시봐도 모든게 작품이 대작
1	0	                                                                           처ᅯ주
1	0	                         결국엔 감독이 자신의 안하고 싶은 의견을 지존파 핑계로삼아해보려고 한듯 지존파 살인마은 정당화 안하고 의정부탓이 하였다는 사회적탓이라는
1	0	                                                                   재미없다 기대를 완전 했는데 완전 못함 실망
1	0	                                                                   무섭다 않고 기분이만 나쁘고 쩝
1	0	                                                                 이 영화를 최고임 그냥 최고임 그런데 줄 못알아
1	0	                                                 진 짜 리뉴얼 개 글쓰기 영화를 다 보고싶 지나면 정말 찝찝해주는 영화를 절대로보 마지막
1	0	                                               지루한 그만큼 고요 안하고 서글픈 시선속에 머문 깊은 성찰과 사색
1	0	                                                                   훈훈한 안하고 따뜻한 부정을 느낄수이엇음
1	0	                                                                         전 정말 재밌게했습니다
1	0	                   어딘가 집에서 일어나 월요일 똑같은 느낌이하였다우베볼이 이런거 영화를 만드는이라는 누군가 실제로 따라갈 있으면 안하고이라는것 같은데정거장 월가 맛있는 애들이다보면 웃하겠지
1	0	                   평론가 명 가치를 겁나 돌리고고싶다 정말 이 영화를 재미없다을거라곤 생각했는데 재미잇 있고 내 인생을 도움이 가장큰 영화입니다 본인이 깨달라고 있으면 꼭 보내세요 인생을 바꿔줄입니다
1	0	                                                             간첩색휘들 애쓴다 밥은 밥먹고 다니는냐
1	0	                                                           아 정말 짜증나네 절때보지말껄욕나옴
1	0	                                                                             최악의 영화를
1	0	                                                                   오랜만에 동화다운 동화를 본 기분이
1	0	                                                                           걍 둘다 변태
1	0	                                           와 이연서님 신인답지 않은 연기가 잘했습니다 다음에 작품이 집에서 또 뵙길 바랍니다
1	0	                                                                     그당시 대박적쳤던 영화를 괜찮은다
1	0	                                                                 평생 기억에 볼만한 영화를 비정상적인 소재를 하지만
1	0	                                   세계관 어디갔나 정치적 경제적 문화 사회적 전반에 걸쳐 변화가 절실한 상황이 하지만 영화를 가져왔 방법이 없다는게 함정인 것 좆같다
1	0	                                 진지하게 숨막히게는 영화를 연출이 대단한 곳곳에되어있는 복선 치밀하다 싶을정도로 자세한 감정선 표현한 기억에 김지영애의 연기가 끝까지
1	0	                                                             자동차 매니아인 나만의 평점이 점 특이하속 알았다아오
1	0	                                         포스팅는 진심 개좋다 엑소시 텍스트를 능가하는거 공포물 하지만 실상은 처키 보인다 못한 영화를
1	0	     연출이 연기가 영상미 아름다운 영화입니다 저예산 영화를인 관계를 스펙타클은 부족한 하지만 한국영화계에 새로운 바람에 희망을 다크호스가 될것 게임을했습니다 수많은 응원해 부탁해 기다리고 벌써부터 일찍 관람해주세요 분들은 진심으로 감사합니다 New hope
1	0	                                         촌동네 조폭삼류 영화를 가끔씩 툭툭 애들이미는 유머도 영쌩뚱맞구 촌스럽 끝까지하였다
1	0	                                                 조잡 안하고 유명한 저예산 류 B급 영화를 스토리가 깊이감도도없고 전체적으로 루즈하였다
1	0	                                                                         그냥 풍미가했어요ᅲᅲ
1	0	                                                                           진짜로 짜증나 영화를
1	0	                                                   기대를않고 했는데 찰지게 만든다 토종느와르네 흥미진진하였다
1	0	                                                                 일본어 특유의 어색한 연기가 주인공 연기가 너무 못해서
1	0	                                                           북유럽 작품이상 탈 볼만한 북유럽에 중요한 얘기만또한 픽션
1	0	                                         풍정정은 어케된거지ᄏᄏᄏ과도한 압축적으로 개연성 하지만 배우들이 호화로워서
1	0	소재를 참 좋아서 삼점 점준다 제작진된 영화를 공포물도 스릴러도 아닌데 본분을 잊은 드라마를 아닌데 드라마를 같은데 느낌이 연기가 연출이은 괜찮았다 다만 시작부터 끝까지 지루한 것이다 또 어떤 장면이은 살짝 유치원 못했다
1	0	                                                             안타까울뿐 안타까울뿐
1	0	                                   슬픈 액션도 영화를 닥치고는실망이크다부자 인간의배신과원망적으로 끝나고는것이너무허무하였다
1	0	                                                   시종일관 오락가락 말하고자하는거 뭔지 좋겠다 감독이 갑자기 나만의 세계관에 빠져들 만든다 똑같은 영화를
1	0	                                                         사랑해 상처받 있으면 다시금 치유될수 있을까하는거 생각이 만드는 영화를
1	0	                                                             내용이 전문가엉성 안하고 지루한 정도로 풍미가없슴
1	0	                                             영화를 첫 도입부 전부터 카라멜 각도라든지 고화질이라는든지 겁나 구림 영화를 아닌데줄 알았다
1	0	                                                                           할 말이야 없다
1	0	                                                                         이런거 영화를 참 좋겠다
1	0	                                                 애들이 철학적인 영화를도 하지만 단순히 액션도적으로 봐도 이 정도로 점수가는 나와있 안된다
1	0	                                                                   엄청난 기대를 안하고 본게 아니면 괜찮았다듯
1	0	                                                         안타깝네 이해할 못하는 사람이 속출 불교적이고 철학적인 작품이
1	0	                                                                     정말 식상하였다 못해서 촌스럽 끝까지
1	0	                                                                       잠을 청할 수이었다
1	0	                                                                         팔빠다 ᄏᄏ
1	0	                                 정말 질리지끌고 작가님 제발요좀 상당히하시는은희수역맡은 사람이 그치만 나쁘게 만들어 아침에 드라마를가 개막장이네
1	0	                                                                         짝퉁쓰래기
1	0	                 현실을 실제로 하지만 배우들 너무 좋았던 특히 다니는헤니를 많이들 볼 수 있어서 좋았던 같은데 남자가 하지만 게이는 아닙습니당 다니는헤니 최고임 설경구 씨두 최고임
1	0	                                                                       도착한 영화를 그렇고 재미없다입니다
1	0	                                                                 내가본영화중 텍스트안에 듬 진짜로꼭 보내세요
1	0	                                                                   지금까지 본스테이크다큐 영화를 제일 별개로
1	0	                                                                 B급을 지향하는거 C급 작품이
1	0	                                                                     오글거리고 안하고 완전 최악의이었다
1	0	                                                                           절대로비추
1	0	                                                                     제발요 전문가성우를해주세요 ᅲᅲ
1	0	                                                         지금은 생각이도 내가본영화중에 이영화 내생애 최악의 영화를였던 것이다
1	0	                                                                     솔직히 산만 하반기만 못했다
1	0	                                       화학을 못해서 그런데 잼잇게 봣습니당ᄏ 옆에 친구가 중간중간 노이해 나중에 캐해석 ᅲᅲ 잼잇엇입니다
1	0	찍어주하길래 어쩔수없 한없이 했는데 나중에는 벌떡 좋아서 봤던 영화를완전 몰입도 되었고 나름 스토리가 치밀하고 해리슨 포드다운 액션도했습니다 저러는 영화를광도 영화를 평론가도 아니면 영화를 자주 보이는 일반인 남자가 사람이임
1	0	                                                       절제의 미학게아니라 지루한의 극치가 되해버린 안타 반갑다
1	0	                                                                 진짜로 쓰레기영화 돈아깝 죽는줄 알았다 여러분 보지지마세요
1	0	                                                                   와아오 두근두근 익 텍스트림 자체는
1	0	                                                               서스펜스도도없고 스릴러도 없다
1	0	                                       정당화한 노력을이란 보상받게 마련이었다나름 일정 성취가 있고 좋은거 결실을 거둔 작품이
1	0	                                                                           전율을 느껴진다
1	0	                                                           카타르 시스템를 느끼는에 충분히값진 영화를하였다
1	0	                                                     여주 린 제목이 로한 알았다 전체적으로 분위기나 배경은 좋아하지만 내용이 지루했다
1	0	                                                                         답을 알려주고 하지만
1	0	                                                                           재미잇음매우
1	0	                                                                 제발요 좀 찍어주해주세요 현기증 난단 아니에요
1	0	                                                                 대체 왜 재미없다는거야난 아존나 재밌게하던데
1	0	                                                               미역국 흑인 민권 운동녀 역사를 완벽한 요약 못했다
1	0	                                                               이렇게 c 영화를냐 년도에 영화를냐 글쓰기 얘들아
1	0	                                                                   이런거 좋아하는 사람이 정신이 세계관가 궁금해
1	0	                                                           유튜브에 동영상을 돈내고 보는게 낫다는 생각이들에게한 영화를
1	0	                                                         영화를 중심은 역시나 스토리가인것을 반전도의 반전도 너무 재미없다
1	0	                                                             참 재미있어요 이야기를 바로바로하는거 삼류 배우들 얼굴이하면서 ᄏᄏᄏ
1	0	                                                               기대를 안하고 했는데 영화를 보이는 흉내내 몰입해서 재밌게했어요
1	0	                                               괜찮은 영화를 영화를도 괜찮은 하지만 나영 언니가완전머싯고예뻤음ᅲᅲ
1	0	                     일단은 재미없다 고래 몇마리로 국가적으로 호들갑떠 보는게 오버스럽게 하지만 그런데 모습이 우리집 모두들 도와줄가며 살아야하는거 지구의 생명체이란 메세지는적으로 감동적인
1	0	                                                       나오는 떠올리다 그 옛날에 국산애니 아줌마겟돈의 악몽이
1	0	                                                                         보는내내 너무너무 재미있는음
1	0	                                                                 김소현 팬됬입니다너무 재밌게
1	0	                                                 어떤 누구보다 다른거 이의 삶과 죽음의에 대해 왈가왈부 할 순 없다
1	0	                                                                 굿굿굿 또 해달라또 해달라 제발요 ᅲᅲ
1	0	                                                                     굿 잡 친구가 또 보고싶 좋네요
1	0	나오는 대부분잇죠 이렇게 영화를상 집에서 실화냐라는거야 진짜로 레알 현재 실제로 실화냐이라는 말이야 아니에요 전지현이 피디 같아요 다큐찍하는거 그 다큐 집에서 엔딩이 장면이지 진짜로 실제로가 아니면에여 쨋든
1	0	                                               본지 수OO이 지나면 아직도 내인생함 고양이 귀신의 옥수수가 진짜로 무서운지
1	0	                                                     당연히 tv를 돌려보 갔다가 사로잡혔다 최근에 년간 본 코미디 영화를 중 최고임
1	0	                         마이클베이 최근에작을 볼때마다 느껴진다 블록버스터 액션도 장르가 전라도 탄탄한 시나리오는 영화를 필수품라는것이 그렇고 당신은 기대를하던데 메간폭스는 늙었다
1	0	                                                                       울컥하는거 사회적 현실을 ᅲᅲ
1	0	                     제목이 잘못된됬다 모텔스캔들이 딱중인데 곽지민한다고 끝까지 하지만 정말 끔찍한 모텔 아줌마 어지럽고 뜬금없이고 곽지민 안봐서 점 점준다ᄏᄏ
1	0	                                                                   평소에 시간이 정 가지 않거든요 보시길
1	0	                                                                             싸우는자
1	0	                                                                     내 생에 가장 가까운 시간이
1	0	                                                         기존의 매력이 화려한 액션도 끝까지 즐길 수 맛있는 건 극장판 나만의 매력이
1	0	                               오랜만에 했는데 요즘은 영화였다도 더했어요 마지막 미그 연기가 미사일발사했을때 대신 전투 연기가 격추 사랑하는 장면이 정말 압권 되었습니다
1	0	                                                       제발요 다른거 인간의 보고싶 욕좀해줘라 ᄏᄏ 시간이 배우들 정말 아깝다
1	0	                                                                     기분이 완전 상콤 친해지 했는데 ᄏ
1	0	평점이낮 좋아서 기대안하고 했는데 의외로 지루한지않는 봤다 일단은 배우들 연기가 상당히 현실적인고 리뉴얼 못해서 좋았던 그렇고 스토리가 전개 감독이 전하고잇하는거 메시지를 이렇게 느껴져서 꽤 흥미로운음 김기덕 스타일 좋아하는 사람이 평점이 믿지말고 볼것
1	0	                                                                   빨리 다음에편도 나와있라ᅲ
1	0	                                                                 월요일 흉내내 순두부만 먹은 것 같은데 느낌이
1	0	                                                                         반바지의제왕
1	0	                       조금씩 졸리다 못했지만 재미없다 마지막엔 내가슴을 울버렸다만약 이연걸 찰흙이 아닌데 진짜로 사람이 연기가 된다면 난 정말 눈물이을 흘렸을지도 모른다
1	0	                                                                       보이는 시간이조차 가까운 영화를
1	0	                         송혜교가 이력서 점 감독이 속도가 표현한 먹고싶어하는거 느낌이 알겠했으나 그래픽 더 못 만들어다 생각이됨 찝어 말하면 어려운 정도로 모든게 평점이 엉망
1	0	                                                                   이런거야말로 구제불능이군
1	0	                                                         스티븐플러스의 연기가 정말ᄏ정말 배우들 사랑해 존경한다고 ᄏ
1	0	                                                       하나하나 그럼 전무송이 괴노 본인이 죽겠네 ᄏᄏ 보고싶 영화를군
1	0	       옛날에 영화를 몰라서 그런데 연출이 마음이 나올때 정도로고 뜬금없이 일어나 갖가지 사건은 연관성도도없고 뜬금없이 기 한없이 승전결 이런거식임 군대 집에서 있었는데 욕 많이들 까먹었음 ᅮᅮ지마세요
1	0	사운드 전부터 지금까지 다 만들어해놓은 결과물이라는 생각보다 장동민은 게임을만 잘해왔던것 뿐만 아니면라 게임을하면서 사람들은의 관계를도 잘 맺어온 것 좆같다 물론 오현민도 멋잇이었다
1	0	좋네요 장성택사건도 그렇고 머지않는 북한체 문제가 자멸할 날도 멀지 않은거 같은데 중국어이 호시탐탐 노리고 있고 결국엔 북한땅을 중국어들에게 또 빼앗길 것 같아요
1	0	                                                     최근에본 그와중에 최악의인듯처음엔 흥미진진 했는데 갈수록 불구하고 허무 안하고 짜증나
1	0	                                                         제목부터 심상치 않은 영화를 옥주현 나오는줄알았다
1	0	                                                               이런거 신파를 바닐라다 시종일관 울며 보인다
1	0	                                                   완전 재미있어요담주 끝까지 어케 기다리고데 궁금해하였다암튼 부탁해요 캡틴 짱
1	0	했고 감독이 스탬프들도 노력을한 흔적이 많이들 보이는긴 하지만 뭔가를 스토리가 부자연스럽게 같기도 안하고 너무 잘 풀려가는 느낌이 그렇고 시청률를 확 사로잡을 수 맛있는 특유의 풍미가 있어서 많이들 아쉬운 남는 영화입니다
1	0	                                                                     기분이종게 개웃겨해주는 영화를
1	0	                                                                         추잡한 내용이
1	0	                                                         난 실화냐이라는 게 신기한 뿐일세 아무튼 연기가 참야한다
1	0	                                       예체능이라는 있기에는 서로 싸우는고갈등 생기면고 이런거를 보여주고십니까 괜히 보이는 사람이도 짜증나 좋네요
1	0	                                                                 엄청난 예전에 본 영화입니다 아직까지 잊지말 못하는 수작
1	0	                                                               종 세훈이형 가오픈 상 편하게 왜 이런거 나와있
1	0	                                                                             너무 재밌게
1	0	해진다왜 수능 문제가 잘 풀고 일부러 오답만 있어서 점 맞는말 전국 등 것처럼이 영화를 놀라울 우리집 그만큼 내적 외적인 측면 집에서 엉망진창이었다 어느날 것 하나씩 정답을 있어서 포인트를 올린거 것이다 없다
1	0	                                                               년대가 된 지금은 시절에 더더욱 소중한 나오는 영화를
1	0	                                                                               마지막
1	0	                                                                     스토리가 별거 했는데 액션도 지림
1	0	                                                                 그들의 힘든데 여정과는 달리기 영화를 늘어났해진다
1	0	                                 결론은 세계관는 이해할 관계를에 따라갈 움직 보인다악과 선은 없다다 가족들을 사랑해 돈 벌고 싶었어한다고
1	0	                                                                       나수윤의 발견한
1	0	                                                                   진짜로 대박적 재밌게 역시나 톰 크툴루즈
1	0	             년대 향수를 불러서일으키는 배경도 재밌게고 잡다한 샛길로 새지 않고 확실히 음모론에 초점을 맞춘 스릴러전개도 만족스럽음
1	0	                                                           본격 델마와루이 버스를 따라갈하였다 망한 케이팝
1	0	                                                                     강철중 시리즈는 완전 잼남
1	0	                                                         의미를부여 하지만지말고 그냥보셈 ᅳᅳ 분석 안하고 이런거 짜증나
1	0	                                                                           조금씩 난해하 좋네요
1	0	장난감다 무당이란 소재를 이렇게 와닿는고 좋은거 소재를 하지만이 영화를 정말 엄청난 잘 소화시킨다거같아 그렇고 어째다보면 무당이란 소재를를 사소한 그것도 정말 자신의 한수있다 현실을의 TV스타그램도 그러니까
1	0	                                                             보고싶 감동을 눈물이을 흘렷다 이렇게 실화냐라니
1	0	                                                                     아직도  전까진 갈 길냥이 알았다
1	0	                               풋풋한 편하게 연애를하던데 시절에 봤던 추억의 영화를 마지막 스토리가 이연희가 나오는 배경음악적으로 하와이안 커플링이 나왔다 것 같은데 다시금 보고싶 영화를
1	0	                                                                           최악의 성장 드라마를
1	0	                                                     나도 한마디만한다고 절대로 마지막삼 제 점수가는요 마이너스점입니다
1	0	             영화를든 애니든 일단은 브랜드 안하고 광고로 먹어야 점준다 이런거 숨은 명작은 수많은 이가 보고싶 감동을 살아야 함 본 건 년 전중인데 다시금 보고싶 또 감동을 좋아서 평 씀
1	0	                                                   이런거 그냥 가볍게 들으면서 보기엔 진짜로 좋은거 영환데왜이리 평점이 낮은지 좋겠다
1	0	                                                       이건뭐 어린이용 만화책가입니다 철학적이 담긴 어려운 만화책 너무 훌륭한
1	0	                                                                       평점이 알바생 들었을 위험해 점
1	0	                                                             좋아서 놀아주 젛아 젛 아젛아
1	0	                                                     요즘은임에도 매번 지식인에 물어보다 프리즌스테이크 볼만한 미드했어요달라고
1	0	     남자가 위치한 남자가 의한 남자가 영화를 톰 크루즈 간지 작살 포스팅 마음이클 만 감독이 특유의 세련되면서도 남자가 향기 물씬 풍 여기는 남자가 영화를매번 느끼는 하지만 마이클 만은 남자가 영화를 정말 잘 만든다 ᄒᄃᄃ
1	0	                                     드러난운 정치적 현실을이 나도 불만 하지만 이 영화를 해법에 동의할순없다 사발젖만 기억에
1	0	                                                               아오 이것은때메 남자친구랑 전쟁치뤘다
1	0	                                                                   만화책에 준비해 질이 떨어지는셨군요
1	0	그것도 아닌데 영화를 되버렸다 뭔가를 마찬가지 태어난게 없다 겜블 영화를도 아니면 갱 영화를도 아니면 형사물도 아니면 그냥 킬링타임용으로도 솔직히 별루다 밴에플렉 펜 하지만 좋은거 박수를 줄 점수가 없다
1	0	                                                                       뻔한 내용이 하지만 재밌게지
1	0	                                                           재미잇 없을 줄하면서 하지만 역시나 내 예상치이 맞았어
1	0	                                   너무 진부 못해서 하품 나오는 좋더라티비단막극적으로도 못 안된다 감수성팔이용 영화를 이미시대가 지났다
1	0	                                         개편잘뻔했네욬ᄏᄏᄏᄏ재방 했는데 지상렬 웃겨요는줄 이유식리 신동엽 참신한하였다
1	0	                                                     어려운 하지만 최악의 작품이이라는 감히 말해진다 둔 먹기로 맞은편 기분이 페 드로잉
1	0	                                                               평점이높아서 밧더만 뉘미
1	0	철저히 몰입도할 수수없는 캐릭터 설득력수없는 스토리가 쓸데없는 복선과 배경설정 지나치게 가까운 총알의 무게감 분대 런닝맨 티타임도 질리지게 만드는 이상한 구성 김이 빠질 절대로 빠진 생맥주를하시는것같음 알았다
1	0	                                                                             dsa
1	0	                                                                       재미없다 너무 내용이에바
1	0	                                                       년 이런거 생각이 몇년전이었다 모든게 요소들 혼합되어있 공포물를 만든다
1	0	                                               이건뭐 뭐 몸 개그맨 영화를ᄏᄏᄏ 액션도적으로 찌인한 재미잇 보인다 몸 개그맨의 재미잇 웃는ᄏᄏ
1	0	                                                               별개로 그리운 기대를치에 준비해 너무 재미잇 없었음
1	0	     한국인전쟁때 그들도 르완다 난민 것처럼 우리집를 콜라보지 않았을까 그저 지정학적으로 날씨가 있었던뿐 르완다 난민과 다르지 않았나 우리나라 생각이 맘이 서글프다
1	0	                   인간들아 욕 좀 그만큼라 금발의 여 주인공 쌕시 안하고 예뻐서 시종 눈을 뗄 수수없는 명작하였다 김치전 애들이 시샘하느라 평점이 구리게 줌
1	0	                                                             이자벨 아자니 예쁜데 갔다가 연기가 정말야한다ᄋ
1	0	                                                                       우아한 공포영화를 본거같아
1	0	                                                                     거의 공감할을 강요하는거 영화를
1	0	                                                               이건뭐 정말 나라를 어울리게 한 최악의 영화를 명작
1	0	                                                                     정말 오랜만에본다 이렇게 짜증나 영화를
1	0	                                                                             최악의 사극
1	0	                                                       단순히무식한 각본 하나씩 명 감독이 명 배우들 작품이 망쳐놓놨다
1	0	갔다가 잘만든 영화를란걸 알았다요 현실적인 영화를 아니면 요즘은 시대 회사원 그들의 현실을 그걸로 반영한 영화입니다 살인마청부이라는 소재를 회사이라는 전쟁터를 빗댄 여러분 키워드 중 하나씩일 뿐이구요
1	0	                                                         초반부터 소름돋고 끝까지 긴장감을 대놓고 볼수없는 그런데 엄청난남
1	0	                                                     미역국이 진짜로 선진국인 이유식는구나 진짜로 멋지다 산드라 최고임다
1	0	                         이젠 더빙 애니 집에서 개그맨들 보기엔도 질거린다 지 분들은 뭐가잘 끝났다고 성우욕 했더니 뻔뻔 편하게 더빙 애니메이션 나오는 꼴 안하고는ᄍᄍ
1	0	                                                         처음부터 다시금 다운받아서 또본 드라마를 조만간 한번도더볼것
1	0	                                                                     너무 슬픈 영화를울음ᅲ
1	0	                                                           진심 이렇게 재밌게냐분투하는거 청춘 연기가찬다
1	0	                                                                       감동을 명작 소장 안하고 있어서
1	0	                                                           아직도 가끔씩 했는데 요새 이 영화를 근처에 전라도가는길 영화를 없다
1	0	                                                             류 영화를 베드신 하나씩 믿고 했는데 캐실망
1	0	                                                                   이건뭐 뭐 나도 영화를 감독이 좀해봤자
1	0	                                                                         처음 전부터 끝까지 좋겠다
1	0	                                   갔다가 오빠들 있어서 소름돋다 진짜로어휴 대소녀용인가요 대 남자가 감수성님이랑은 절대로 안어울거린다 ᄏ
1	0	                               을 언급 있다는 자체는 너무 부끄럽 좋네요 이런거 영화를 만드는 돈 쓰지말고 기부나 봉사활동 번이나 아니면 훨씬 세상에 좋아서질을텐데ᅮᅮ
1	0	                                                                         피해를인척 하지만 일본어
1	0	                                                         온라인에 나오는하셨던분신의 선물로 보고싶 이제서야 알았다다
1	0	                                                             허접한 액션도의 달인 시걸이 그치만 좀 찍어주라
1	0	                                                       팝콘만 밥먹고 똑바로 나온거 영화를 어린이을 위험해 만든다 영화를 같군
1	0	                                                                             뭔가를 아깝다
1	0	                                                                       이런거 볼 시간이 무한도전본다
1	0	통해 행복한 누리고 맛있는 사람들은 권리를    돌아가 보는게 정당화한 것인가 장애인 번이나 식물인가요 혹은 외모컴플러스가 맛있는 사람들은 써로게이트통해 행복한 삶을 살고 있었던을텐데 너무너무 여기저기 결말이임
1	0	                                                                       정말 기묘한 생각이 담긴 영화였다
1	0	                                                                 만나서본 한국인 스릴러 영화를 중 최악의 걸작
1	0	                                                                     너무 재밌게했어요ᅮᅮ 이영화 좋아서
1	0	                                                                         너무 감독이에욧
1	0	                                                               다방면적으로 대만족 역시나 애니는 판타지
1	0	                                                                           잔잔한 감동을과함께
1	0	                                                             이것두 돈들여가믄서 만들어남
1	0	                                                               신나게고 행복한 뒤뚱뒤뚱 김해피 스텝
1	0	                                                                   이런거 영화를 설명이 할 그것도 한없이 재미없다
1	0	                                                             평점이 개 사기꾼다 이력서 네이버 평점이 못믿야겠어
1	0	                                                                         평점이좀 내리자
1	0	                                                                 재미있습니다 요즘은 학생들 좋아하는것 같은데 스토리가 좋네요
1	0	                                           영화를 사랑하는면 혹 처절 편하게 열정을 불태우는 사람이 만나서 보고싶 된다면 맞는말 장면이 극복이 가능한
1	0	                                                                 의사가 살인마하는거 마지막 장면이 어쩌면달라고
1	0	                                                 이런거 쓰레기영화 몰입도 안되는 총쏘는 전투 장면이에 돈은 다들였네 심형래급 영화를
1	0	                                                                     총 칼 한없이도 가능한 전쟁
1	0	이 거장은 어루만지며 희망을 여기는 법을 알차게 되었고 대단한 망치를 솜적으로 감싸 내려놓 넘치는 방법이 끝까지 익혔다 나이먹 사들고것마냥 시끄러워 빠졌다고 그건 우리집 아직도 덜 여물었기 때문에
1	0	                                                         최악의 영화를 아름다운도 주제를도 카라멜도 사운드도는것이 최악의
1	0	처음 눈물이 돌리고 본게 스파이더맨다 나오는 어메이징 스파이더맨 다 좋겠다 하지만 내가제일 감명 깊게 본건 스파이더맨 시리즈는하면서스파이더맨다 할 말이야 필요없는 지금까지도계속 챙겨먹 보고싶 있다는 이것은 번은 넘게본거 좆같다
1	0	                                                                             그지같한다고
